Date,Order_ID,Product_Name,Category,Quantity,Unit_Price,Discount,Region
2014-11-01,CA-2014-134313,Model L Table or Wall-Mount Pencil Sharpener,Office Supplies,3.0,14.39,20.0,West
2014-11-01,CA-2014-134313,ClearOne CHATAttach 160 - speaker phone,Technology,4.0,495.99,20.0,West
2015-02-03,CA-2015-140921,Coloredge Poster Frame,Furniture,2.0,14.2,0.0,Central
2015-02-03,CA-2015-140921,Kensington SlimBlade Notebook Wireless Mouse with Nano Receiver ,Technology,3.0,49.99,0.0,Central
2014-10-13,CA-2014-151995,Newell 32,Office Supplies,4.0,2.88,0.0,West
2014-10-13,CA-2014-151995,"Bevis Round Bullnose 29"" High Table Top",Furniture,5.0,259.71,0.0,West
2014-10-13,CA-2014-151995,Belkin F9G930V10-GRY 9 Outlet Surge,Office Supplies,4.0,53.48,0.0,West
2014-10-13,CA-2014-151995,Sony 16GB Class 10 Micro SDHC R40 Memory Card,Technology,2.0,12.89,0.0,West
2017-05-14,CA-2017-143686,"Eldon Stackable Tray, Side-Load, Legal, Smoke",Furniture,2.0,9.14,0.0,West
2017-05-14,CA-2017-143686,Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset,Technology,7.0,199.99,0.0,West
2015-03-20,CA-2015-106565,Xerox 205,Office Supplies,8.0,6.48,0.0,Central
2016-09-15,CA-2016-149370,Xerox 1968,Office Supplies,1.0,5.34,20.0,East
2014-06-28,CA-2014-140858,Xerox 1995,Office Supplies,8.0,5.18,20.0,East
2014-06-28,CA-2014-140858,Self-Adhesive Ring Binder Labels,Office Supplies,3.0,1.06,70.0,East
2014-06-28,CA-2014-140858,Global Leather Executive Chair,Furniture,5.0,245.69,30.0,East
2014-06-28,CA-2014-140858,GBC Recycled Grain Textured Covers,Office Supplies,3.0,10.36,70.0,East
2014-06-28,CA-2014-140858,Xerox 1941,Office Supplies,4.0,83.88,20.0,East
2017-06-20,CA-2017-101434,Razer Kraken PRO Over Ear PC and Music Headset,Technology,3.0,79.99,0.0,East
2017-06-20,CA-2017-101434,Avery 508,Office Supplies,2.0,4.91,0.0,East
2014-05-09,US-2014-102071,Kingston Digital DataTraveler 32GB USB 2.0,Technology,4.0,16.95,0.0,West
2014-05-09,US-2014-102071,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,Technology,3.0,55.99,0.0,West
2017-08-21,CA-2017-126956,Advantus Plastic Paper Clips,Office Supplies,7.0,5.0,0.0,Central
2017-08-21,CA-2017-126956,Acme Forged Steel Scissors with Black Enamel Handles,Office Supplies,4.0,9.31,0.0,Central
2017-08-21,CA-2017-126956,Security-Tint Envelopes,Office Supplies,2.0,7.64,0.0,Central
2017-06-16,CA-2017-129462,"Global Airflow Leather Mesh Back Chair, Black",Furniture,2.0,150.98,0.0,South
2017-06-16,CA-2017-129462,"Fellowes Smart Surge Ten-Outlet Protector, Platinum",Office Supplies,3.0,60.22,0.0,South
2017-06-16,CA-2017-129462,Pyle PMP37LED,Technology,2.0,95.99,0.0,South
2017-06-16,CA-2017-129462,Clarity 53712,Technology,1.0,65.99,0.0,South
2016-07-23,CA-2016-165316,Boston 16801 Nautilus Battery Pencil Sharpener,Office Supplies,2.0,17.61,20.0,South
2016-07-23,CA-2016-165316,"Holmes Replacement Filter for HEPA Air Cleaner, Large Room",Office Supplies,2.0,11.85,20.0,South
2016-07-23,CA-2016-165316,Zebra GX420t Direct Thermal/Thermal Transfer Printer,Technology,1.0,265.48,50.0,South
2014-09-08,US-2014-115987,GBC ProClick Punch Binding System,Office Supplies,4.0,12.8,80.0,Central
2017-11-04,US-2017-156083,"Adams Telephone Message Books, 5 1/4” x 11”",Office Supplies,2.0,4.83,20.0,South
2016-03-07,US-2016-137547,Belkin Grip Candy Sheer Case / Cover for iPhone 5 and 5S,Technology,3.0,7.02,20.0,Central
2015-11-20,CA-2015-100454,Boston 19500 Mighty Mite Electric Pencil Sharpener,Office Supplies,3.0,20.15,0.0,East
2015-11-20,CA-2015-100454,Newell 335,Office Supplies,4.0,2.88,0.0,East
2015-11-20,CA-2015-100454,O'Sullivan 3-Shelf Heavy-Duty Bookcases,Furniture,4.0,46.51,20.0,East
2016-11-07,CA-2016-161669,Fellowes Binding Cases,Office Supplies,4.0,9.36,20.0,West
2016-11-07,CA-2016-161669,Ibico Plastic and Wire Spiral Binding Combs,Office Supplies,4.0,6.74,20.0,West
2016-11-07,CA-2016-161669,Acme Preferred Stainless Steel Scissors,Office Supplies,2.0,5.68,0.0,West
2016-11-07,CA-2016-161669,Avery 486,Office Supplies,2.0,7.31,0.0,West
2015-10-13,CA-2015-114300,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,Technology,7.0,11.96,0.0,South
2015-10-13,CA-2015-114300,Global Deluxe Office Fabric Chairs,Furniture,3.0,95.98,0.0,South
2017-01-01,CA-2017-107503,"Linden 10"" Round Wall Clock, Black",Furniture,4.0,12.22,20.0,East
2014-02-07,CA-2014-107755,Maxell DVD-RAM Discs,Technology,7.0,16.48,0.0,East
2016-06-20,CA-2016-152534,DIXON Oriole Pencils,Office Supplies,2.0,2.58,0.0,West
2016-06-20,CA-2016-152534,Xerox 202,Office Supplies,6.0,6.48,0.0,West
2016-05-28,CA-2016-113747,"Boston School Pro Electric Pencil Sharpener, 1670",Office Supplies,6.0,30.98,0.0,South
2016-02-19,CA-2016-123274,"Executive Impressions 14"" Contract Wall Clock",Furniture,2.0,22.23,0.0,East
2016-02-19,CA-2016-123274,Carina Double Wide Media Storage Towers in Natural & Black,Office Supplies,3.0,80.98,0.0,East
2014-08-03,CA-2014-125612,Xerox 1884,Office Supplies,2.0,19.98,0.0,East
2014-08-03,CA-2014-125612,Acme Box Cutter Scissors,Office Supplies,10.0,10.23,0.0,East
2014-08-03,CA-2014-125612,Staple magnet,Office Supplies,2.0,10.68,0.0,East
2017-04-10,CA-2017-161984,"Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page",Office Supplies,1.0,7.61,0.0,East
2017-04-10,CA-2017-161984,OIC Binder Clips,Office Supplies,2.0,3.58,0.0,East
2014-06-09,CA-2014-133851,Staple remover,Office Supplies,2.0,3.68,0.0,West
2014-06-09,CA-2014-133851,Deluxe Chalkboard Eraser Cleaner,Office Supplies,2.0,11.55,0.0,West
2016-01-05,CA-2016-134474,Logitech MX Performance Wireless Mouse,Technology,6.0,31.91,20.0,South
2016-01-05,CA-2016-134474,Newell 337,Office Supplies,2.0,2.62,20.0,South
2016-01-05,CA-2016-134474,"Logitech B530 USB Headset - headset - Full size, Binaural",Technology,2.0,29.59,20.0,South
2014-01-10,CA-2014-149020,Avery 482,Office Supplies,1.0,2.89,0.0,South
2014-01-10,CA-2014-149020,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",Furniture,1.0,51.94,0.0,South
2016-09-29,CA-2016-134362,Avery 483,Office Supplies,4.0,3.98,20.0,East
2014-04-06,CA-2014-136742,Large Capacity Hanging Post Binders,Office Supplies,6.0,7.49,70.0,East
2016-09-03,CA-2016-158099,GBC Ibimaster 500 Manual ProClick Binding System,Office Supplies,5.0,228.29,70.0,East
2016-09-03,CA-2016-158099,Cisco SPA301,Technology,3.0,93.59,40.0,East
2015-10-19,CA-2015-131128,Southworth 100% Cotton The Best Paper,Office Supplies,3.0,11.48,0.0,East
2014-12-10,CA-2014-148488,"Adams Write n' Stick Phone Message Book, 11"" X 5 1/4"", 200 Messages",Office Supplies,2.0,5.68,0.0,East
2014-12-10,CA-2014-148488,Poly Designer Cover & Back,Office Supplies,7.0,15.19,20.0,East
2017-08-25,CA-2017-114636,Xerox 1910,Office Supplies,5.0,38.43,20.0,South
2016-01-17,CA-2016-116736,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",Furniture,3.0,107.53,0.0,East
2016-01-17,CA-2016-116736,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,Technology,1.0,29.99,0.0,East
2016-01-17,CA-2016-116736,Logitech G19 Programmable Gaming Keyboard,Technology,3.0,123.99,0.0,East
2014-09-17,US-2014-158638,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",Office Supplies,4.0,1.47,70.0,East
2017-11-30,CA-2017-111689,Lock-Up Easel 'Spel-Binder',Office Supplies,3.0,22.82,20.0,East
2017-11-30,CA-2017-111689,SAFCO Arco Folding Chair,Furniture,5.0,248.58,10.0,East
2015-10-09,CA-2015-129098,"Decoflex Hanging Personal Folder File, Blue",Office Supplies,2.0,15.42,0.0,South
2017-12-23,US-2017-123463,"Binney & Smith Crayola Metallic Crayons, 16-Color Pack",Office Supplies,4.0,3.37,0.0,West
2016-10-22,CA-2016-165148,Eldon 200 Class Desk Accessories,Furniture,5.0,6.28,0.0,Central
2014-04-29,CA-2014-134061,Dax Clear Box Frame,Furniture,2.0,8.73,0.0,East
2015-04-25,CA-2015-143602,Fellowes Black Plastic Comb Bindings,Office Supplies,3.0,4.65,20.0,West
2017-06-26,CA-2017-115364,Eldon Shelf Savers Cubes and Bins,Office Supplies,12.0,6.98,0.0,West
2017-10-14,CA-2017-150707,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",Office Supplies,7.0,5.38,0.0,East
2014-12-09,CA-2014-104976,Xerox 1987,Office Supplies,6.0,5.78,0.0,West
2017-06-20,CA-2017-132934,Anker Ultrathin Bluetooth Wireless Keyboard Aluminum Cover with Stand ,Technology,5.0,29.99,0.0,East
2017-06-20,CA-2017-132934,Acco D-Ring Binder w/DublLock,Office Supplies,3.0,17.1,20.0,East
2017-06-26,CA-2017-133256,"Ampad Poly Cover Wirebound Steno Book, 6"" x 9"" Assorted Colors, Gregg Ruled",Office Supplies,1.0,4.54,0.0,Central
2017-06-26,CA-2017-133256,Fluorescent Highlighters by Dixon,Office Supplies,4.0,3.98,0.0,Central
2017-06-26,CA-2017-133256,Nortel Networks T7316 E Nt8 B27,Technology,8.0,67.99,0.0,Central
2016-11-10,CA-2016-105494,File Shuttle I and Handi-File,Office Supplies,7.0,22.26,0.0,West
2016-11-10,CA-2016-105494,Binding Machine Supplies,Office Supplies,3.0,23.34,20.0,West
2016-10-03,CA-2016-140634,Staple envelope,Office Supplies,2.0,7.82,20.0,Central
2014-09-09,CA-2014-144407,Alphabetical Labels for Top Tab Filing,Office Supplies,7.0,14.8,0.0,Central
2017-10-29,CA-2017-160983,Things To Do Today Pad,Office Supplies,8.0,5.87,0.0,East
2016-04-10,US-2016-114622,Wilson Jones Hanging Recycled Pressboard Data Binders,Office Supplies,2.0,4.45,70.0,East
2017-11-11,CA-2017-150959,Permanent Self-Adhesive File Folder Labels for Typewriters by Universal,Office Supplies,5.0,2.09,20.0,Central
2017-11-11,CA-2017-150959,Deluxe Heavy-Duty Vinyl Round Ring Binder,Office Supplies,4.0,4.58,80.0,Central
2017-09-15,CA-2017-132353,Avaya 5420 Digital phone,Technology,3.0,107.99,20.0,Central
2016-04-08,CA-2016-130477,Xerox 1923,Office Supplies,3.0,6.68,0.0,West
2016-04-08,CA-2016-130477,Fellowes Neat Ideas Storage Cubes,Office Supplies,2.0,32.48,0.0,West
2016-04-08,CA-2016-130477,Xerox 1931,Office Supplies,2.0,6.48,0.0,West
2017-12-30,CA-2017-143259,"Bush Westfield Collection Bookcases, Fully Assembled",Furniture,4.0,80.78,20.0,East
2017-12-30,CA-2017-143259,Gear Head AU3700S Headset,Technology,7.0,12.99,0.0,East
2017-12-30,CA-2017-143259,Wilson Jones Legal Size Ring Binders,Office Supplies,3.0,17.59,20.0,East
2017-09-02,CA-2017-137596,Polycom CX600 IP Phone VoIP phone,Technology,4.0,299.95,0.0,Central
2017-09-02,CA-2017-137596,Maxell iVDR EX 500GB Cartridge,Technology,7.0,275.54,0.0,Central
2017-09-02,CA-2017-137596,Fellowes High-Stak Drawer Files,Office Supplies,2.0,176.19,0.0,Central
2015-05-31,CA-2015-133627,3M Hangers With Command Adhesive,Furniture,6.0,3.7,0.0,East
2017-11-27,CA-2017-102519,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",Furniture,1.0,46.94,0.0,Central
2017-11-27,CA-2017-102519,Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive,Technology,9.0,15.97,0.0,Central
2014-06-15,US-2014-141215,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",Furniture,2.0,49.96,30.0,Central
2014-06-15,US-2014-141215,Global Commerce Series High-Back Swivel/Tilt Chairs,Furniture,4.0,199.49,30.0,Central
2014-06-15,US-2014-141215,Avery Premier Heavy-Duty Binder with Round Locking Rings,Office Supplies,3.0,2.86,80.0,Central
2016-03-05,CA-2016-165218,Cameo Buff Policy Envelopes,Office Supplies,3.0,49.78,20.0,Central
2016-03-05,CA-2016-165218,Acco Perma 4000 Stacking Storage Drawers,Office Supplies,1.0,12.99,20.0,Central
2014-12-05,CA-2014-138296,Recycled Eldon Regeneration Jumbo File,Office Supplies,2.0,12.28,0.0,South
2015-04-11,CA-2015-111164,Maxell 4.7GB DVD-R,Technology,3.0,28.38,0.0,East
2015-04-11,CA-2015-111164,OtterBox Commuter Series Case - iPhone 5 & 5s,Technology,1.0,21.99,0.0,East
2015-04-11,CA-2015-111164,Kensington 4 Outlet MasterPiece Compact Power Control Center,Office Supplies,5.0,81.32,0.0,East
2016-09-15,CA-2016-149797,GBC DocuBind 300 Electric Binding Machine,Office Supplies,2.0,420.78,20.0,East
2014-09-13,CA-2014-132962,Xerox 1985,Office Supplies,3.0,5.18,20.0,East
2014-09-13,CA-2014-132962,Hypercom P1300 Pinpad,Technology,5.0,50.4,20.0,East
2015-10-05,CA-2015-115091,Newell 324,Office Supplies,4.0,11.55,0.0,South
2015-10-05,CA-2015-115091,Holmes Odor Grabber,Office Supplies,2.0,14.42,0.0,South
2017-04-14,CA-2017-144932,Zebra Zazzle Fluorescent Highlighters,Office Supplies,3.0,4.86,20.0,East
2017-04-14,CA-2017-144932,"Sanford Prismacolor Professional Thick Lead Art Pencils, 36-Color Set",Office Supplies,3.0,29.95,20.0,East
2017-04-14,CA-2017-144932,Xerox 196,Office Supplies,3.0,4.62,20.0,East
2017-09-02,CA-2017-114216,"RSVP Cards & Envelopes, Blank White, 8-1/2"" X 11"", 24 Cards/25 Envelopes/Set",Office Supplies,3.0,4.06,20.0,East
2016-06-20,CA-2016-140081,"Wirebound Message Books, 2 7/8"" x 5"", 3 Forms per Page",Office Supplies,8.0,5.63,20.0,East
2016-06-20,CA-2016-140081,JM Magazine Binder,Office Supplies,6.0,4.95,70.0,East
2016-06-20,CA-2016-140081,Xerox 202,Office Supplies,3.0,5.18,20.0,East
2016-06-20,CA-2016-140081,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,Office Supplies,2.0,223.85,20.0,East
2017-11-05,US-2017-111745,NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router,Technology,1.0,159.99,0.0,West
2015-12-13,CA-2015-148250,Xerox 213,Office Supplies,2.0,6.48,0.0,West
2015-12-13,CA-2015-148250,Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection,Office Supplies,4.0,33.62,0.0,West
2016-06-19,CA-2016-105760,"Message Book, Standard Line ""While You Were Out"", 5 1/2"" X 4"", 200 Sets/Book",Office Supplies,2.0,8.56,0.0,West
2016-12-13,CA-2016-142958,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue",Office Supplies,2.0,3.05,20.0,West
2016-12-13,CA-2016-142958,Bretford CR4500 Series Slim Rectangular Table,Furniture,4.0,278.57,20.0,West
2015-05-29,CA-2015-120880,Xerox 1894,Office Supplies,5.0,6.48,0.0,West
2015-05-29,CA-2015-120880,Standard Rollaway File with Lock,Office Supplies,3.0,180.19,0.0,West
2015-05-29,CA-2015-120880,"Avery Trapezoid Extra Heavy Duty 4"" Binders",Office Supplies,5.0,33.55,20.0,West
2015-07-26,US-2015-140200,Bevis Boat-Shaped Conference Table,Furniture,3.0,131.06,50.0,West
2017-11-28,US-2017-110576,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",Furniture,7.0,73.78,20.0,East
2017-11-28,US-2017-110576,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,Furniture,6.0,167.87,20.0,East
2017-11-28,US-2017-110576,"Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer",Furniture,12.0,172.11,40.0,East
2017-11-28,US-2017-110576,Xerox 210,Office Supplies,3.0,5.18,20.0,East
2017-11-28,US-2017-110576,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),Office Supplies,6.0,4.22,20.0,East
2017-04-03,CA-2017-131156,Staple-based wall hangings,Furniture,4.0,6.37,20.0,East
2017-12-28,CA-2017-136539,Stanley Bostitch Contemporary Electric Pencil Sharpeners,Office Supplies,2.0,13.58,20.0,Central
2017-12-28,CA-2017-136539,"Bush Westfield Collection Bookcases, Medium Cherry Finish",Furniture,2.0,39.43,32.0,Central
2017-11-30,CA-2017-119305,Home/Office Personal File Carts,Office Supplies,5.0,34.76,0.0,South
2017-05-15,CA-2017-102414,"Logitech B530 USB Headset - headset - Full size, Binaural",Technology,1.0,29.59,20.0,West
2017-05-15,CA-2017-102414,Avery Durable Slant Ring Binders,Office Supplies,2.0,2.38,70.0,West
2017-05-15,CA-2017-102414,"Universal Ultra Bright White Copier/Laser Paper, 8 1/2"" x 11"", Ream",Office Supplies,3.0,5.18,20.0,West
2015-09-22,CA-2015-112571,Luxo Professional Combination Clamp-On Lamps,Furniture,2.0,102.3,0.0,West
2017-11-14,CA-2017-152142,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",Furniture,2.0,160.78,20.0,West
2015-11-27,CA-2015-160059,Zipper Ring Binder Pockets,Office Supplies,2.0,3.12,0.0,South
2016-09-01,CA-2016-120859,"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes",Office Supplies,2.0,10.94,0.0,West
2014-09-22,CA-2014-127488,Avery File Folder Labels,Office Supplies,2.0,2.3,20.0,South
2017-04-09,CA-2017-135279,Color-Coded Legal Exhibit Labels,Office Supplies,2.0,4.91,0.0,East
2017-04-09,CA-2017-135279,Bulldog Vacuum Base Pencil Sharpener,Office Supplies,3.0,11.99,0.0,East
2017-04-09,CA-2017-135279,Xerox 212,Office Supplies,2.0,6.48,0.0,East
2017-04-09,CA-2017-135279,Computer Printout Paper with Letter-Trim Fine Perforations,Office Supplies,4.0,47.9,0.0,East
2017-04-09,CA-2017-135279,Avery File Folder Labels,Office Supplies,3.0,2.88,0.0,East
2017-04-09,CA-2017-135279,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,Office Supplies,3.0,167.27,0.0,East
2014-01-16,CA-2014-115791,DAX Black Cherry Wood-Tone Poster Frame,Furniture,6.0,21.18,20.0,East
2014-01-16,CA-2014-115791,AT&T 841000 Phone,Technology,3.0,41.4,40.0,East
2014-01-16,CA-2014-115791,GBC Linen Binding Covers,Office Supplies,2.0,9.29,70.0,East
2014-01-16,CA-2014-115791,Round Specialty Laser Printer Labels,Office Supplies,3.0,10.02,20.0,East
2017-10-05,US-2017-103247,Motorola HK250 Universal Bluetooth Headset,Technology,7.0,22.99,0.0,East
2017-10-05,US-2017-103247,Tuf-Vin Binders,Office Supplies,3.0,25.26,20.0,East
2017-07-09,US-2017-100209,Wilson Jones Easy Flow II Sheet Lifters,Office Supplies,2.0,0.54,70.0,West
2017-01-07,CA-2017-159366,Lexmark MX611dhe Monochrome Laser Printer,Technology,2.0,1529.99,10.0,Central
2016-05-30,CA-2016-145499,Angle-D Ring Binders,Office Supplies,2.0,1.64,70.0,South
2015-12-09,CA-2015-157035,Xerox 188,Office Supplies,3.0,11.34,0.0,Central
2016-10-03,CA-2016-144939,Office Star - Contemporary Task Swivel Chair,Furniture,6.0,99.88,10.0,East
2014-11-11,CA-2014-163419,"BIC Brite Liner Grip Highlighters, Assorted, 5/Pack",Office Supplies,1.0,3.39,20.0,West
2014-11-11,CA-2014-163419,Samsung Galaxy S III - 16GB - pebble blue (T-Mobile),Technology,2.0,279.99,20.0,West
2014-11-11,CA-2014-163419,"Global Airflow Leather Mesh Back Chair, Black",Furniture,5.0,120.78,20.0,West
2017-09-29,CA-2017-100314,Avery 499,Office Supplies,2.0,3.98,20.0,Central
2017-09-29,CA-2017-100314,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",Office Supplies,4.0,6.99,20.0,Central
2017-09-29,CA-2017-100314,Wasp CCD Handheld Bar Code Reader,Technology,3.0,112.17,40.0,Central
2015-03-10,CA-2015-146829,Acco Suede Grain Vinyl Round Ring Binder,Office Supplies,2.0,0.56,80.0,Central
2017-05-21,CA-2017-167899,Luxo Professional Magnifying Clamp-On Fluorescent Lamps,Furniture,5.0,104.01,0.0,East
2017-05-21,CA-2017-167899,Bulldog Table or Wall-Mount Pencil Sharpener,Office Supplies,3.0,5.99,0.0,East
2015-03-29,CA-2015-153549,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,Furniture,5.0,233.38,20.0,South
2016-09-09,CA-2016-110023,Cardinal EasyOpen D-Ring Binders,Office Supplies,2.0,7.31,20.0,East
2016-08-26,CA-2016-105585,Advantus SlideClip Paper Clips,Office Supplies,3.0,3.41,0.0,West
2016-08-26,CA-2016-105585,Xerox 1979,Office Supplies,5.0,30.98,0.0,West
2014-05-21,CA-2014-117639,Fellowes PB300 Plastic Comb Binding Machine,Office Supplies,7.0,387.99,0.0,South
2014-05-21,CA-2014-117639,Plantronics Voyager Pro Legend,Technology,3.0,205.99,0.0,South
2015-10-28,CA-2015-162537,Laser & Ink Jet Business Envelopes,Office Supplies,1.0,10.67,0.0,South
2015-10-28,CA-2015-162537,Portable Personal File Box,Office Supplies,3.0,12.21,0.0,South
2015-10-28,CA-2015-162537,Magna Visual Magnetic Picture Hangers,Furniture,5.0,4.82,0.0,South
2015-10-28,CA-2015-162537,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,Furniture,7.0,4.73,0.0,South
2016-11-13,CA-2016-155488,Boston 16801 Nautilus Battery Pencil Sharpener,Office Supplies,2.0,22.01,0.0,West
2015-07-31,CA-2015-124891,Plantronics CS510 - Over-the-Head monaural Wireless Headset System,Technology,7.0,329.95,0.0,East
2015-07-31,CA-2015-124891,"Bevis Round Bullnose 29"" High Table Top",Furniture,7.0,155.83,40.0,East
2015-07-31,CA-2015-124891,Xerox 212,Office Supplies,3.0,6.48,0.0,East
2015-08-27,CA-2015-126445,Fellowes Super Stor/Drawer Files,Office Supplies,3.0,161.55,0.0,West
2015-11-13,CA-2015-111199,Xerox 1910,Office Supplies,3.0,38.43,20.0,South
2015-11-06,CA-2015-105312,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",Office Supplies,3.0,2.36,20.0,West
2015-11-06,CA-2015-105312,UniKeep View Case Binders,Office Supplies,3.0,1.47,70.0,West
2017-12-26,US-2017-106705,"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""",Office Supplies,5.0,8.95,0.0,Central
2017-08-01,CA-2017-135034,JBL Micro Wireless Portable Bluetooth Speaker,Technology,2.0,47.99,20.0,Central
2014-11-24,CA-2014-158540,"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear",Furniture,4.0,37.93,0.0,West
2017-06-17,CA-2017-118437,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",Furniture,3.0,51.75,0.0,West
2017-06-17,CA-2017-118437,Project Tote Personal File,Office Supplies,1.0,14.03,0.0,West
2015-12-21,US-2015-126214,Bevis 36 x 72 Conference Tables,Furniture,13.0,124.49,0.0,West
2015-12-21,US-2015-126214,Enermax Acrylux Wireless Keyboard,Technology,1.0,99.6,0.0,West
2015-09-17,CA-2015-133025,Xerox 216,Office Supplies,5.0,6.48,0.0,West
2015-07-06,CA-2015-108665,G.E. Halogen Desk Lamp Bulbs,Furniture,2.0,6.98,0.0,East
2015-07-06,CA-2015-108665,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",Furniture,3.0,51.94,0.0,East
2015-07-06,CA-2015-108665,OtterBox Commuter Series Case - Samsung Galaxy S4,Technology,5.0,24.99,0.0,East
2015-07-06,CA-2015-108665,Iceberg Mobile Mega Data/Printer Cart ,Office Supplies,5.0,120.33,0.0,East
2015-04-27,CA-2015-124450,Staples in misc. colors,Office Supplies,3.0,7.58,0.0,East
2015-04-27,CA-2015-124450,Global Comet Stacking Arm Chair,Furniture,3.0,422.51,0.0,East
2015-04-27,CA-2015-124450,Cisco SPA525G2 5-Line IP Phone,Technology,8.0,172.49,0.0,East
2015-06-16,CA-2015-167269,Peel & Seel Envelopes,Office Supplies,2.0,3.1,20.0,East
2017-12-17,CA-2017-106964,GBC Plastic Binding Combs,Office Supplies,2.0,5.9,20.0,West
2016-01-11,CA-2016-126529,Xerox 2,Office Supplies,3.0,5.18,20.0,East
2016-01-11,CA-2016-126529,Xerox 1935,Office Supplies,3.0,21.1,20.0,East
2016-01-11,CA-2016-126529,Cyber Acoustics AC-202b Speech Recognition Stereo Headset,Technology,2.0,7.79,40.0,East
2014-07-11,CA-2014-163552,Easy-staple paper,Office Supplies,5.0,35.44,0.0,East
2014-07-11,CA-2014-163552,Cisco SPA508G,Technology,3.0,65.99,0.0,East
2014-07-11,CA-2014-163552,Global Commerce Series High-Back Swivel/Tilt Chairs,Furniture,3.0,284.98,0.0,East
2014-07-11,CA-2014-163552,9-3/4 Diameter Round Wall Clock,Furniture,9.0,13.79,0.0,East
2014-07-11,CA-2014-163552,Avery 514,Office Supplies,5.0,2.88,0.0,East
2016-11-20,CA-2016-109820,Southworth 25% Cotton Granite Paper & Envelopes,Office Supplies,3.0,5.23,20.0,East
2016-11-20,CA-2016-109820,Acco 3-Hole Punch,Office Supplies,2.0,1.31,70.0,East
2016-11-20,CA-2016-109820,Avery Recycled Flexi-View Covers for Binding Systems,Office Supplies,3.0,4.81,70.0,East
2016-04-22,CA-2016-113061,Eldon Advantage Chair Mats for Low to Medium Pile Carpets,Furniture,2.0,43.31,0.0,Central
2015-06-13,CA-2015-127418,Aluminum Screw Posts,Office Supplies,3.0,12.21,20.0,West
2017-11-20,CA-2017-121818,Newell 336,Office Supplies,7.0,3.42,20.0,South
2017-11-20,CA-2017-121818,Staples in misc. colors,Office Supplies,3.0,9.58,20.0,South
2016-03-20,CA-2016-127670,Chromcraft Round Conference Tables,Furniture,4.0,174.29,0.0,Central
2016-09-06,CA-2016-102981,Maxell 4.7GB DVD+RW 3/Pack,Technology,2.0,15.93,0.0,East
2016-09-06,CA-2016-102981,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",Furniture,3.0,240.78,20.0,East
2017-07-09,CA-2017-115651,"Quartet Alpha White Chalk, 12/Pack",Office Supplies,5.0,1.77,20.0,Central
2017-07-09,CA-2017-115651,Belkin F9S820V06 8 Outlet Surge,Office Supplies,9.0,6.5,80.0,Central
2017-10-12,CA-2017-152702,"Global Stack Chair without Arms, Black",Furniture,14.0,18.19,30.0,Central
2016-03-08,CA-2016-169103,Cisco Unified IP Phone 7945G VoIP phone,Technology,5.0,272.79,20.0,South
2016-03-08,CA-2016-169103,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",Furniture,3.0,34.12,20.0,South
2014-05-27,CA-2014-139192,Plantronics HL10 Handset Lifter,Technology,12.0,92.79,20.0,West
2014-05-27,CA-2014-139192,Logitech Wireless Performance Mouse MX for PC and Mac,Technology,1.0,99.99,0.0,West
2015-07-03,US-2015-153500,Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,Furniture,2.0,84.23,20.0,East
